nomor_pohon,barcode_pohon,jenis_pohon,nomor_petak,luas_petak,Group,Icon,nomor_jalur,no_produk,rata_rata_pohon,panjang_pohon,pangkal_pohon,ujung_pohon,volume_pohon,arah_jalur,Latitude,Longitude,status_tebang,panjang_jalur,status_pohon,Image1,Image1Caption,Image1Source,Image1SourceLink,Image2,Image2Caption,Image2Source,Image2SourceLink,Image3,Image3Caption,Image3Source,Image3SourceLink,Image4,Image4Caption,Image4Source,Image4SourceLink,chart_link
363,1904A09SMLJ0000000000128780,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,8,,,,,,,SELATAN,2.134781751,116.7902552,Belum Tebang,558,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
365,1904A09SMLJ0000000000128781,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,8,,,,,,,SELATAN,2.134732727,116.7902514,Belum Tebang,558,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
370,1904A09SMLJ0000000000128782,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,8,,,,,,,SELATAN,2.133724433,116.7902234,Belum Tebang,558,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
371,1904A09SMLJ0000000000128783,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,8,,,,,,,SELATAN,2.133733481,116.7902324,Belum Tebang,558,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
375,1904A09SMLJ0000000000128784,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,8,,,,,,,SELATAN,2.133664754,116.7903636,Belum Tebang,558,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
376,1904A09SMLJ0000000000128785,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,8,1769,60,13.2,68,52,3.73,SELATAN,2.133601421,116.7903366,Sudah Tebang,558,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
377,1904A09SMLJ0000000000128786,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,8,1747,65,17.4,73,58,5.77,SELATAN,2.133556179,116.7902916,Sudah Tebang,558,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
380,1904A09SMLJ0000000000128787,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,8,,,,,,,SELATAN,2.133171605,116.7902211,Belum Tebang,558,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
386,1904A09SMLJ0000000000128788,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,8,,,,,,,SELATAN,2.132573883,116.7903598,Belum Tebang,558,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
391,1904A09SMLJ0000000000128789,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,8,,,,,,,SELATAN,2.132441466,116.7902931,Belum Tebang,558,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
396,1904A09SMLJ0000000000128790,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,9,1325,54,16.6,59,50,3.8,UTARA,2.132503015,116.7905609,Sudah Tebang,559,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
397,1904A09SMLJ0000000000128791,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,9,1321,65,14.5,76,55,4.81,UTARA,2.132628101,116.7905835,Sudah Tebang,559,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
402,1904A09SMLJ0000000000128792,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,9,,,,,,,UTARA,2.133000248,116.7906576,Belum Tebang,559,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
410,1904A09SMLJ0000000000128793,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,9,1759,73,11.5,80,67,4.81,UTARA,2.13362417,116.790629,Sudah Tebang,559,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
411,1904A09SMLJ0000000000128794,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,9,,,,,,,UTARA,2.133542732,116.7905301,Belum Tebang,559,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
424,1904A09SMLJ0000000000128797,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,9,1784,87,18,100,74,10.7,UTARA,2.13500302,116.7906909,Sudah Tebang,559,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
437,1904A09SMLJ0000000000128798,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,9,,,,,,,UTARA,2.135952174,116.7905941,Belum Tebang,559,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
440,1904A09SMLJ0000000000128799,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,9,,,,,,,UTARA,2.135635755,116.790683,Belum Tebang,559,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
451,1904A09SMLJ0000000000128800,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,9,2063,67,15.7,77,57,5.54,UTARA,2.136784907,116.7906701,Sudah Tebang,559,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
455,1904A09SMLJ0000000000128801,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,9,,,,,,,UTARA,2.136712544,116.790769,Belum Tebang,559,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
456,1904A09SMLJ0000000000128802,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,9,2066,72,18,88,56,7.33,UTARA,2.136703497,116.790769,Sudah Tebang,559,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
460,1904A09SMLJ0000000000128803,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,10,,,,,,,SELATAN,2.136863986,116.790938,Belum Tebang,562,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
461,1904A09SMLJ0000000000128804,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,10,,,,,,,SELATAN,2.136814681,116.7909111,Belum Tebang,562,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
464,1904A09SMLJ0000000000128805,Bangkirai,X-01,57,Pohon Muda,icon/young_tree.svg,10,,,,,,,SELATAN,2.13664279,116.790947,Belum Tebang,562,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
473,1904A09SMLJ0000000000128807,Bangkirai,X-01,57,Pohon Dewasa,icon/mature_tree.svg,10,2078,82,11.5,92,72,6.07,SELATAN,2.136225524,116.7908663,Sudah Tebang,562,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
476,1904A09SMLJ0000000000128808,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,10,2068,43,18.6,52,35,2.7,SELATAN,2.136171247,116.7909023,Sudah Tebang,562,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
477,1904A09SMLJ0000000000128809,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,10,1715,107,16.3,116,98,14.66,SELATAN,2.136113128,116.7909113,Sudah Tebang,562,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
479,1904A09SMLJ0000000000128810,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,10,,,,,,,SELATAN,2.135950267,116.7908214,Belum Tebang,562,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
480,1904A09SMLJ0000000000128811,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,10,,,,,,,SELATAN,2.135791503,116.7909579,Belum Tebang,562,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
481,1904A09SMLJ0000000000128812,Kempas,X-01,57,Pohon Muda,icon/young_tree.svg,10,,,,,,,SELATAN,2.135791486,116.790832,Belum Tebang,562,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
482,1904A09SMLJ0000000000128813,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,10,,,,,,,SELATAN,2.135710058,116.790805,Belum Tebang,562,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
483,1904A09SMLJ0000000000128814,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,10,,,,,,,SELATAN,2.135646738,116.790877,Belum Tebang,562,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
485,1904A09SMLJ0000000000128815,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,10,,,,,,,SELATAN,2.135460823,116.790942,Belum Tebang,562,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
489,1904A09SMLJ0000000000128816,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,10,,,,,,,SELATAN,2.135017757,116.7907845,Belum Tebang,562,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
492,1904A09SMLJ0000000000128818,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,10,1764,53,17.2,58,48,3.79,SELATAN,2.134909199,116.7908385,Sudah Tebang,562,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
498,1904A09SMLJ0000000000128820,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,10,,,,,,,SELATAN,2.13443694,116.7907501,Belum Tebang,562,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
530,1904A09SMLJ0000000000128822,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,11,,,,,,,UTARA,2.132627623,116.7912945,Belum Tebang,577,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
535,1904A09SMLJ0000000000128824,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,11,,,,,,,UTARA,2.13297563,116.7912839,Belum Tebang,577,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
543,1904A09SMLJ0000000000128826,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,11,,,,,,,UTARA,2.1341536,116.7912163,Belum Tebang,577,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
550,1904A09SMLJ0000000000128828,Meranti Kuning,X-01,57,Pohon Muda,icon/young_tree.svg,11,,,,,,,UTARA,2.136022493,116.7912442,Belum Tebang,577,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
551,1904A09SMLJ0000000000128829,Bangkirai,X-01,57,Pohon Muda,icon/young_tree.svg,11,,,,,,,UTARA,2.136392811,116.7912433,Belum Tebang,577,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
556,1904A09SMLJ0000000000128830,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,11,,,,,,,UTARA,2.136509061,116.7912425,Belum Tebang,577,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
558,1904A09SMLJ0000000000128831,Pasang,X-01,57,Pohon Dewasa,icon/mature_tree.svg,11,2076,62,15.8,67,57,4.77,UTARA,2.136734663,116.7912507,Sudah Tebang,577,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
559,1904A09SMLJ0000000000128832,Kempas,X-01,57,Pohon Dewasa,icon/mature_tree.svg,11,2075,58,14.9,63,54,3.94,UTARA,2.136979514,116.79116,Sudah Tebang,577,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
572,1904A09SMLJ0000000000128835,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,12,,,,,,,SELATAN,2.136129615,116.7914504,Belum Tebang,610,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
573,1904A09SMLJ0000000000128836,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,12,,,,,,,SELATAN,2.136084378,116.7914414,Belum Tebang,610,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
574,1904A09SMLJ0000000000128837,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,12,,,,,,,SELATAN,2.135984849,116.7914699,Belum Tebang,610,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
575,1904A09SMLJ0000000000128838,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,12,,,,,,,SELATAN,2.135885824,116.7914623,Belum Tebang,610,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
582,1904A09SMLJ0000000000128841,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,12,,,,,,,SELATAN,2.133856642,116.7914961,Belum Tebang,610,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
591,1904A09SMLJ0000000000128842,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,12,,,,,,,SELATAN,2.1329464,116.7914315,Belum Tebang,610,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
592,1904A09SMLJ0000000000128843,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,12,,,,,,,SELATAN,2.132901155,116.7913596,Belum Tebang,610,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
593,1904A09SMLJ0000000000128844,Terap,X-01,57,Pohon Muda,icon/young_tree.svg,12,,,,,,,SELATAN,2.132755777,116.7913881,Belum Tebang,610,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
595,1904A09SMLJ0000000000128845.01,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,12,1335,82,15.9,90,74,8.4,SELATAN,2.132637516,116.7914165,Sudah Tebang,610,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
595,1904A09SMLJ0000000000128845.02,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,12,1337,68,18.2,74,63,6.61,SELATAN,2.132637516,116.7914165,Sudah Tebang,610,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
600,1904A09SMLJ0000000000128847,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,12,1342,81,11.6,89,74,5.98,SELATAN,2.132224458,116.7913564,Sudah Tebang,610,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
601,1904A09SMLJ0000000000128846,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,12,1340,73,23.6,85,62,9.88,SELATAN,2.132179221,116.7913474,Sudah Tebang,610,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
602,1904A09SMLJ0000000000128848,Kapur,X-01,57,Pohon Muda,icon/young_tree.svg,12,,,,,,,SELATAN,2.132161133,116.7913924,Belum Tebang,610,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
603,1904A09SMLJ0000000000128849,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,12,2067,87,17.8,95,79,10.58,SELATAN,2.132047232,116.7913936,Sudah Tebang,610,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
617,1904A09SMLJ0000000000128851,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,13,,,,,,,UTARA,2.133300804,116.7916091,Belum Tebang,613,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
625,1904A09SMLJ0000000000128852,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,13,,,,,,,UTARA,2.134262044,116.791503,Belum Tebang,613,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
633,1904A09SMLJ0000000000128855,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,13,,,,,,,UTARA,2.135539515,116.7915817,Belum Tebang,613,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
634,1904A09SMLJ0000000000128856,Meranti,X-01,57,Pohon Muda,icon/young_tree.svg,13,,,,,,,UTARA,2.13552141,116.7915008,Belum Tebang,613,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
638,1904A09SMLJ0000000000128857,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,13,,,,,,,UTARA,2.13646916,116.7915383,Belum Tebang,613,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
642,1904A09SMLJ0000000000128858,Bangkirai,X-01,57,Pohon Muda,icon/young_tree.svg,13,,,,,,,UTARA,2.136667461,116.7915728,Belum Tebang,613,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
647,1904A09SMLJ0000000000128859,Keranji,X-01,57,Pohon Dewasa,icon/mature_tree.svg,14,2064,56,16.3,63,50,4.01,SELATAN,2.136376392,116.791724,Sudah Tebang,614,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
648,1904A09SMLJ0000000000128860,Jabon,X-01,57,Pohon Muda,icon/young_tree.svg,14,,,,,,,SELATAN,2.136310107,116.7917052,Belum Tebang,614,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
652,1904A09SMLJ0000000000128861,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,14,2070,57,19.2,62,53,4.47,SELATAN,2.135758441,116.7917022,Sudah Tebang,614,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
657,1904A09SMLJ0000000000128863,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,14,,,,,,,SELATAN,2.134544678,116.7917673,Belum Tebang,614,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
660,1904A09SMLJ0000000000128864,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,14,,,,,,,SELATAN,2.133829112,116.7918353,Belum Tebang,614,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
661,1904A09SMLJ0000000000128865,Kapur,X-01,57,Pohon Dewasa,icon/mature_tree.svg,14,1343,104,12.7,112,96,10.79,SELATAN,2.133675294,116.7917095,Sudah Tebang,614,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
667,1904A09SMLJ0000000000128866,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,14,,,,,,,SELATAN,2.132604256,116.7918557,Belum Tebang,614,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
672,1904A09SMLJ0000000000128867,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,14,1330,84,17.1,92,76,9.48,SELATAN,2.132056848,116.7918439,Sudah Tebang,614,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
677,1904A09SMLJ0000000000128868,Jabon,X-01,57,Pohon Muda,icon/young_tree.svg,15,,,,,,,UTARA,2.131312882,116.7920243,Belum Tebang,618,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
678,1904A09SMLJ0000000000128869,Jabon,X-01,57,Pohon Muda,icon/young_tree.svg,15,,,,,,,UTARA,2.131628453,116.7919991,Belum Tebang,618,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
679,1904A09SMLJ0000000000128870,Jabon,X-01,57,Pohon Muda,icon/young_tree.svg,15,,,,,,,UTARA,2.131619412,116.792044,Belum Tebang,618,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
681,1904A09SMLJ0000000000128871,Jabon,X-01,57,Pohon Muda,icon/young_tree.svg,15,,,,,,,UTARA,2.131528944,116.792071,Belum Tebang,618,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
685,1904A09SMLJ0000000000128872,Jabon,X-01,57,Pohon Muda,icon/young_tree.svg,15,,,,,,,UTARA,2.131709235,116.7920189,Belum Tebang,618,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
689,1904A09SMLJ0000000000128873,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,15,,,,,,,UTARA,2.132227143,116.7920962,Belum Tebang,618,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
699,1904A09SMLJ0000000000128874,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,15,,,,,,,UTARA,2.133671634,116.7919389,Belum Tebang,618,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
700,1904A09SMLJ0000000000128875,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,15,,,,,,,UTARA,2.133635449,116.7919659,Belum Tebang,618,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
709,1904A09SMLJ0000000000128877,Meranti Merah,X-01,57,Pohon Dewasa,icon/mature_tree.svg,15,1331,81,17.2,90,73,8.69,UTARA,2.136012173,116.7921347,Sudah Tebang,618,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
710,1904A09SMLJ0000000000128878,Meranti Merah,X-01,57,Pohon Muda,icon/young_tree.svg,15,,,,,,,UTARA,2.136166607,116.7919834,Belum Tebang,618,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
