nomor_pohon,barcode_pohon,jenis_pohon,nomor_petak,luas_petak,Group,Icon,nomor_jalur,no_produk,rata_rata_pohon,panjang_pohon,pangkal_pohon,ujung_pohon,volume_pohon,arah_jalur,Latitude,Longitude,status_tebang,panjang_jalur,status_pohon,Image1,Image1Caption,Image1Source,Image1SourceLink,Image2,Image2Caption,Image2Source,Image2SourceLink,Image3,Image3Caption,Image3Source,Image3SourceLink,Image4,Image4Caption,Image4Source,Image4SourceLink,chart_link
673,1904A09SMLJ0000000000138600,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,18,,,,,,,SELATAN,2.110317553,116.8220743,Belum Tebang,552,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
675,1904A09SMLJ0000000000138661,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,18,,,,,,,SELATAN,2.109974575,116.8221233,Belum Tebang,552,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
676,1904A09SMLJ0000000000138601,Keruing,X-16,66,Pohon Muda,icon/young_tree.svg,18,,,,,,,SELATAN,2.10986601,116.8221323,Belum Tebang,552,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
677,1904A09SMLJ0000000000138602,Keruing,X-16,66,Pohon Muda,icon/young_tree.svg,18,,,,,,,SELATAN,2.109211762,116.8220045,Belum Tebang,552,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
678,1904A09SMLJ0000000000138603,Sindur,X-16,66,Pohon Muda,icon/young_tree.svg,18,,,,,,,SELATAN,2.108886012,116.8220458,Belum Tebang,552,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
679,1904A09SMLJ0000000000138604,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,18,,,,,,,SELATAN,2.108767073,116.8219813,Belum Tebang,552,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
681,1904A09SMLJ0000000000138605,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,18,,,,,,,SELATAN,2.108179556,116.8219485,Belum Tebang,552,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
693,1904A09SMLJ0000000000138655,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.108778276,116.8222192,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
694,1904A09SMLJ0000000000138673,Keruing,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.108805415,116.8221922,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
695,1904A09SMLJ0000000000138679,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.108868328,116.8222395,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
696,1904A09SMLJ0000000000138678,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.108967849,116.8222574,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
698,1904A09SMLJ0000000000138677,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.109342589,116.822272,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
699,1904A09SMLJ0000000000138667,Gerunggang,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.109458677,116.8223558,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
700,1904A09SMLJ0000000000138666,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.109476756,116.8222299,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
703,1904A09SMLJ0000000000138665,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.10957236,116.8222878,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
704,1904A09SMLJ0000000000138664,Medang,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.109590452,116.8222698,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
705,1904A09SMLJ0000000000138676,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.109921248,116.8223923,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
709,1904A09SMLJ0000000000138663,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.110182132,116.8223053,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
710,1904A09SMLJ0000000000138662,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.110209273,116.8222963,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
711,1904A09SMLJ0000000000138637,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.11031616,116.82247,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
714,1904A09SMLJ0000000000138636,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.111073106,116.8224311,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
716,1904A09SMLJ0000000000138659,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.111303264,116.8223798,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
717,1904A09SMLJ0000000000138635,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.111427858,116.8224365,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
720,1904A09SMLJ0000000000138633,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.112329744,116.8224561,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
721,1904A09SMLJ0000000000138632,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.112338791,116.8224561,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
722,1904A09SMLJ0000000000138631,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.112867633,116.8225029,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
723,1904A09SMLJ0000000000138630,Kapur,X-16,66,Pohon Muda,icon/young_tree.svg,19,,,,,,,UTARA,2.113152051,116.8226038,Belum Tebang,547,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
729,1904A09SMLJ0000000000138712,Kapur,X-16,66,Pohon Muda,icon/young_tree.svg,20,,,,,,,SELATAN,2.112404461,116.822813,Belum Tebang,563,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
733,1904A09SMLJ0000000000138699,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,20,,,,,,,SELATAN,2.111772552,116.8226562,Belum Tebang,563,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
748,1904A09SMLJ0000000000138698,Nyatoh,X-16,66,Pohon Muda,icon/young_tree.svg,20,,,,,,,SELATAN,2.110899217,116.822629,Belum Tebang,563,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
749,1904A09SMLJ0000000000138697,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,20,,,,,,,SELATAN,2.110315869,116.8226237,Belum Tebang,563,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
750,1904A09SMLJ0000000000138610,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,20,,,,,,,SELATAN,2.110534586,116.8226703,Belum Tebang,563,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
751,1904A09SMLJ0000000000138674,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,20,,,,,,,SELATAN,2.110333971,116.8226866,Belum Tebang,563,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
752,1904A09SMLJ0000000000138609,Keranji,X-16,66,Pohon Muda,icon/young_tree.svg,20,,,,,,,SELATAN,2.109872989,116.8226347,Belum Tebang,563,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
754,1904A09SMLJ0000000000138672,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,20,,,,,,,SELATAN,2.109499814,116.8226306,Belum Tebang,563,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
755,1904A09SMLJ0000000000138608,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,20,,,,,,,SELATAN,2.109280624,116.8224851,Belum Tebang,563,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
756,1904A09SMLJ0000000000138607,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,20,,,,,,,SELATAN,2.108623841,116.8224376,Belum Tebang,563,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
760,1904A09SMLJ0000000000138670,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,20,,,,,,,SELATAN,2.107995179,116.8225362,Belum Tebang,563,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
761,1904A09SMLJ0000000000138606,Keranji,X-16,66,Pohon Muda,icon/young_tree.svg,20,,,,,,,SELATAN,2.107880093,116.8225314,Belum Tebang,563,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
765,1904A09SMLJ0000000000138656,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,20,,,,,,,SELATAN,2.112610171,116.822679,Belum Tebang,563,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
766,1904A09SMLJ0000000000138668,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,21,,,,,,,UTARA,2.108254908,116.8226315,Belum Tebang,567,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
767,1904A09SMLJ0000000000138669,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,21,,,,,,,UTARA,2.10861059,116.8227044,Belum Tebang,567,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
771,1904A09SMLJ0000000000138680,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,21,,,,,,,UTARA,2.11007012,116.8228428,Belum Tebang,567,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
773,1904A09SMLJ0000000000138681,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,21,,,,,,,UTARA,2.11023567,116.8227808,Belum Tebang,567,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
774,1904A09SMLJ0000000000138671,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,21,,,,,,,UTARA,2.110438768,116.8227182,Belum Tebang,567,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
778,1904A09SMLJ0000000000138682,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,21,,,,,,,UTARA,2.110932361,116.8227676,Belum Tebang,567,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
780,1904A09SMLJ0000000000138683,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,21,,,,,,,UTARA,2.11135264,116.8227867,Belum Tebang,567,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
782,1904A09SMLJ0000000000138684,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,21,,,,,,,UTARA,2.112000839,116.8229834,Belum Tebang,567,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
785,1904A09SMLJ0000000000138685,Medang,X-16,66,Pohon Muda,icon/young_tree.svg,21,,,,,,,UTARA,2.112735927,116.8229311,Belum Tebang,567,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
800,1904A09SMLJ0000000000138714,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,22,,,,,,,SELATAN,2.1108563,116.8231004,Belum Tebang,581,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
814,1904A09SMLJ0000000000138715,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,22,,,,,,,SELATAN,2.108655146,116.8229634,Belum Tebang,581,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
815,1904A09SMLJ0000000000138702,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,22,,,,,,,SELATAN,2.108413558,116.8228442,Belum Tebang,581,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
816,1904A09SMLJ0000000000138703,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,22,,,,,,,SELATAN,2.108331475,116.8227916,Belum Tebang,581,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
817,1904A09SMLJ0000000000138716,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,22,,,,,,,SELATAN,2.107956772,116.8228228,Belum Tebang,581,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
818,1904A09SMLJ0000000000138717,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,22,,,,,,,SELATAN,2.107802641,116.8227997,Belum Tebang,581,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
819,1904A09SMLJ0000000000138718,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,22,,,,,,,SELATAN,2.107567413,116.8228541,Belum Tebang,581,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
820,1904A09SMLJ0000000000138704,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,22,,,,,,,SELATAN,2.107453935,116.8227649,Belum Tebang,581,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
821,1904A09SMLJ0000000000138705,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.107296258,116.8229908,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
822,1904A09SMLJ0000000000138722,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.107314346,116.8229369,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
823,1904A09SMLJ0000000000138706,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.107422202,116.8229541,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
824,1904A09SMLJ0000000000138726,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.107530776,116.823026,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
826,1904A09SMLJ0000000000138696,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.10765906,116.8230883,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
827,1904A09SMLJ0000000000138721,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.10784895,116.8229707,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
829,1904A09SMLJ0000000000138695,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.10790324,116.8230336,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
830,1904A09SMLJ0000000000138719,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.107932975,116.8230241,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
831,1904A09SMLJ0000000000138694,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.108059634,116.8230151,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
833,1904A09SMLJ0000000000138693,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.10834905,116.8231001,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
834,1904A09SMLJ0000000000138692,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.108403325,116.8230282,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
836,1904A09SMLJ0000000000138691,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.108541482,116.8230456,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
838,1904A09SMLJ0000000000138690,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.10883542,116.8230199,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
852,1904A09SMLJ0000000000138689,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.111895212,116.8232813,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
856,1904A09SMLJ0000000000138688,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.112526548,116.8232466,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
858,1904A09SMLJ0000000000138687,Medang,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.112833177,116.823344,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
859,1904A09SMLJ0000000000138686,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.113394923,116.8232558,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
860,1904A09SMLJ0000000000138713,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,23,,,,,,,UTARA,2.11343111,116.8232378,Belum Tebang,609,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
863,1904A09SMLJ0000000000138700,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,24,,,,,,,SELATAN,2.112857688,116.8234555,Belum Tebang,694,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
865,1904A09SMLJ0000000000138701,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,24,,,,,,,SELATAN,2.112016791,116.8234089,Belum Tebang,694,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
876,1904A09SMLJ0000000000138724,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,24,,,,,,,SELATAN,2.111506036,116.8233743,Belum Tebang,694,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
882,1904A09SMLJ0000000000138742,Jambu-jambu,X-16,66,Pohon Muda,icon/young_tree.svg,24,,,,,,,SELATAN,2.110619172,116.8233147,Belum Tebang,694,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
885,1904A09SMLJ0000000000138709,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,24,,,,,,,SELATAN,2.110432991,116.8232435,Belum Tebang,694,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
886,1904A09SMLJ0000000000138708,Meranti Kuning,X-16,66,Pohon Muda,icon/young_tree.svg,24,,,,,,,SELATAN,2.110333471,116.8232345,Belum Tebang,694,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
892,1904A09SMLJ0000000000138707,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,24,,,,,,,SELATAN,2.108889223,116.8233197,Belum Tebang,694,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
900,1904A09SMLJ0000000000138738,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,24,,,,,,,SELATAN,2.107128004,116.8232113,Belum Tebang,694,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
901,1904A09SMLJ0000000000138727,Meranti Merah,X-16,66,Pohon Muda,icon/young_tree.svg,24,,,,,,,SELATAN,2.106801575,116.8230997,Belum Tebang,694,POHON TEBANG,media/noimage.jpg,Sumber:,SLJIV,www.google.com,media/noimage.jpg,,,,media/noimage.jpg,,,,media/noimage.jpg,,,,
